"language","total_score","repo_count","total_stars","total_forks","avg_days_since_update","avg_date_weight","repo_count_score","final_score","percentage","label"
"Jupyter Notebook",1.60898715671419,3,0,0,460,0.444487361097757,4.85203026391962,6.4610174206338,37.1,"Jupyter Notebook (37.1%)"
"HTML",0.0161256392580818,3,0,0,1590.66666666667,0.0196603597878294,4.85203026391962,4.8681559031777,27.9,"HTML (27.9%)"
"Java",0.994521267298305,1,0,0,100,0.760352906562002,2.42601513195981,3.42053639925811,19.6,"Java (19.6%)"
"EJS",0.258350264232265,1,0,0,428,0.309560187238615,2.42601513195981,2.68436539619207,15.4,"EJS (15.4%)"
